id,text,normalized,domain,embedding,frequency,category,importance,is_emerging,created_at
8de5b7f6-3ab0-4aa1-a1a6-2671c6b17fbb,Circuit Card Assemblies,circuit_card_assemblies,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:05:55.580757
ad093daa-64b3-4c94-8da0-5e79efd5736c,Hardware Specification Development,hardware_specification_development,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:05:55.589816
ed6efbb3-1c32-4517-9b52-8f9bd815bf0a,Trade Study Analysis,trade_study_analysis,Systems Engineering,,1,Systems Engineering,preferred,f,2026-04-07 00:05:55.598969
790dcb9b-06f8-4a9b-9044-a85e061e8cf1,Satellite Command And Control,satellite_command_and_control,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:05:55.608166
1826a6b2-cb3d-42f8-a44f-f0b0506351f6,Sensor Data Processing,sensor_data_processing,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:05:55.619517
f4c0855f-0780-461f-a2b1-a2b2b90507e6,Space Systems,space_systems,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:05:55.629922
369ff0cb-c0c6-414b-b2fc-4c7df468c10b,Team Mentorship,team_mentorship,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",preferred,f,2026-04-07 00:05:55.638896
27f745d3-a36c-4aa1-a193-42ba4f02adb9,Technical Presentation,technical_presentation,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",preferred,f,2026-04-07 00:05:55.647175
30ba7b66-e824-46b7-8a9a-2c732ba3fd7c,Dod Security Clearance,dod_security_clearance,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:05:13.615391
e272b825-e27f-488d-90e1-d33381ad5f3b,Requirements Translation,requirements_translation,Systems Engineering,,1,Systems Engineering,preferred,f,2026-04-07 00:05:55.667179
f26508fe-0942-4864-a860-af06f665d8b2,Rtl (Register Transfer Level),rtl_(register_transfer_level),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.097577
04041ad0-9fb2-4ef1-b9f1-52ea64b8e7f1,Quartus Prime,quartus_prime,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.125727
579615e4-5599-4761-b1eb-f7b41c9de69a,Vivado,vivado,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.115605
e9366359-b694-48f6-b90e-3ba6f4f525a7,Tcl,tcl,Computer Science,,3,Computer Science,required,f,2026-04-07 00:05:20.704224
7a350e42-a616-460c-a3da-10f0f07f4cae,Ghdl,ghdl,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.144249
2dd938e5-d4ba-40d3-81e7-cb913fa6aa3a,Questa,questa,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:05:20.517381
3c95f6ad-fcb6-4111-bb46-72bebd9a847d,Hardware Simulation,hardware_simulation,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.155362
2aefb078-3c8d-4747-b39b-25b84f887ec1,Ip Core Development,ip_core_development,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.16495
9954b8c3-b50a-44f1-9040-c554b1d7fa75,Versal,versal,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.186163
d108363a-b717-4b9f-b1d8-a800e119c703,Zynq,zynq,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.202781
71a25e49-9d18-41b5-8845-cb1b45c974a8,Intel Fpga Platforms,intel_fpga_platforms,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.211212
9e14668b-2dad-4ecc-b178-9888c6c92c70,Stratix,stratix,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.227158
ccabbb18-7226-459d-870f-70dbd7e177f4,Customer Management,customer_management,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",preferred,f,2026-04-07 00:21:37.868784
8bab82c0-6add-473c-9d5e-499b0f2ee09c,Axi Protocol,axi_protocol,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.246071
ff5e5682-717d-40d6-9d7c-5e99f1d60fee,Ace Protocol,ace_protocol,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.259642
5712b845-259b-49c3-9f61-f189411b172e,Avalon Interface,avalon_interface,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.270083
a5fd22a7-7678-4dcc-a062-00a8f0fdb3b0,Hardware Security,hardware_security,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.280223
748d67a2-c24b-4790-9388-a7ca635d56c0,Cryptography Implementation,cryptography_implementation,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.289045
855d6854-e5ec-4cfe-9fcb-5bebd8677ae4,Standard Operating Procedures (Sops),standard_operating_procedures_(sops),Bioengineering,,2,Bioengineering,required,f,2026-04-07 00:18:10.026057
7ab5558d-8de2-43a2-8ba2-81d205d9bc0b,Hardware/Software Integration,hardware/software_integration,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:04.301594
02c37f80-423b-4d1a-bcce-ed7af3444662,Rtl Design,rtl_design,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.118699
95cd285e-4956-4988-86d0-5925f435e6e1,Fpga Development,fpga_development,Electrical & Computer Engineering,,3,Electrical & Computer Engineering,required,f,2026-04-07 00:04:41.898664
2549b436-1105-45d0-b373-1c51e466f40a,Fpga Soc Design,fpga_soc_design,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.144389
7c27eba7-1b65-4066-b36b-89b7061dab83,Cutover Planning And Execution,cutover_planning_and_execution,Accounting,,1,Accounting,required,f,2026-04-07 00:32:35.938014
6a941ae3-8616-4c66-b7ae-930be2ccfdd1,System Verilog,system_verilog,Electrical & Computer Engineering,,3,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.132214
f3b82e88-7676-4279-986c-fe8c29e87236,Hardware Debugging,hardware_debugging,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.166424
5b68e472-5a76-42e8-9303-2492f24a91ab,High-Speed Systems,high-speed_systems,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.17845
4e3cd8fd-c89c-4823-84ef-e7300993b52c,100G+ Networking,100g+_networking,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.188111
7cd60bd6-277a-4e20-85b1-7afe7bec4cbf,Third-Party Library Integration,third-party_library_integration,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.199231
dc7beb6b-c9d5-44bc-87a5-74f28fa708a3,Scalable Systems Design,scalable_systems_design,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.21093
063fd423-e0af-4723-95ec-c455149e8cb4,Agentic Ai,agentic_ai,Computer Science,,4,Computer Science,preferred,t,2026-04-06 23:53:26.058563
6a50577c-6244-4547-97be-a25db72a6cda,System Diagrams,system_diagrams,Systems Engineering,,1,Systems Engineering,required,f,2026-04-07 00:21:46.02643
1a157e3d-8faf-4484-b534-c6ebfcdfcc65,Rf (Radio Frequency) Design,rf_(radio_frequency)_design,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:12.770667
6b54b515-9048-4870-a63c-56caaf5046f0,Go-Live Support,go-live_support,Accounting,,1,Accounting,required,f,2026-04-07 00:32:35.950706
5e81068d-327d-433c-b056-351070dda64d,Wiring Diagrams,wiring_diagrams,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:04:57.299222
b33aef75-d132-4bdd-a4f3-42dc0a43e27f,Factory Acceptance Testing,factory_acceptance_testing,Systems Engineering,,1,Systems Engineering,required,f,2026-04-07 00:21:46.054374
c63f3c32-3a6b-4c92-951a-82ef6983ae4b,Scientific Computing,scientific_computing,Computer Science,,3,Computer Science,preferred,f,2026-04-07 00:45:09.958235
4fc79158-c1ab-4817-b7e2-ef7a96d6475f,Xilinx Fpga,xilinx_fpga,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.145419
5386a8be-1843-4bfa-872a-8e09025ab2a5,High Level Synthesis (Hls),high_level_synthesis_(hls),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.195243
6ba9e503-ac58-4c73-ae10-d4fd079cf468,System Verilog Assertions (Sva),system_verilog_assertions_(sva),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.204455
3215bb23-a861-4f53-92fe-660e0f0eacc6,Ethernet Protocol,ethernet_protocol,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.210387
bbd89999-414f-4f82-b010-63603386648c,Nvme,nvme,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.227471
bd5acfb0-49e8-4557-a2d2-4b39241171f5,Cryptographic Algorithms,cryptographic_algorithms,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.234617
aa0a6bbe-07b0-45b5-b26b-c838e4caff90,Site Acceptance Testing,site_acceptance_testing,Systems Engineering,,1,Systems Engineering,required,f,2026-04-07 00:21:46.065274
72a0e27c-23e9-455a-8801-8715a25aaec1,Synthesis,synthesis,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.247637
272539c2-6a39-47ab-933b-6b70e856280a,Static Timing Analysis (Sta),static_timing_analysis_(sta),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.258162
29f43b6b-d4f3-45cd-b952-0327b293453e,Clock Domain Crossing (Cdc),clock_domain_crossing_(cdc),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:19.290264
b5c6f5fd-0ba3-45cb-b302-2664cef929f2,Lint Tools,lint_tools,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:19.304568
7eb0c8a3-dc7b-47aa-9a40-a3c6529aebf6,Formal Verification (Ac),formal_verification_(ac),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:19.312632
7e3fd499-8a2e-4f06-9e17-0b3e8aade39d,Reset Domain Crossing (Rdc),reset_domain_crossing_(rdc),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:19.325251
6d23fd36-c31b-435e-8538-3f2f51cfbc7c,Uvm Framework,uvm_framework,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.337357
33c9728a-d9fe-4cf9-a4da-daf844a9d436,Issue Tracking,issue_tracking,Information Systems,,1,Information Systems,required,f,2026-04-07 00:32:35.972252
ee8fde0c-ebc2-4d3c-8b6d-ba4d0d483355,Xilinx Mpsoc,xilinx_mpsoc,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:19.357502
e988e43c-a59f-45f8-be28-07b187bcaf0d,Material Management,material_management,Operations / Supply Chain,,2,Operations / Supply Chain,required,f,2026-04-06 23:58:47.182866
30b47ef6-930e-4e33-832f-09e7b2890e30,Xilinx,xilinx,Electrical & Computer Engineering,,4,Electrical & Computer Engineering,required,f,2026-04-07 00:05:55.49017
63d93cfd-ae11-45d1-92ae-d1e7f5634358,Large Aperture Antenna Systems,large_aperture_antenna_systems,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:21:46.080687
a93d0238-9c04-4ce9-83cf-d3b5ca618c60,Digital Signal Processing (Dsp),digital_signal_processing_(dsp),Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:06:12.783208
761cd348-78db-4f88-8746-368c29f3136f,Amd Vivado,amd_vivado,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.515238
05dc9332-a3b5-497c-9b28-d7404b301b14,Intel Altera Toolchain,intel_altera_toolchain,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.531925
9fd69a1b-d952-4922-8481-2ef5123247c6,Rfsoc,rfsoc,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.540626
b76944ee-091b-4604-82ea-570dbd1d32fb,Soc Platforms,soc_platforms,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.554348
21f3a783-4b14-40b9-a5d3-d10d110934e4,High-Speed Digital Interfaces,high-speed_digital_interfaces,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.565275
32026c27-f384-4f74-9f46-a25b7f3ac82e,Satellite Communications (Satcom),satellite_communications_(satcom),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.585902
0d1b44c0-1438-407b-bab0-7817c80c76d2,Training Development And Delivery,training_development_and_delivery,Accounting,,1,Accounting,required,f,2026-04-07 00:32:36.002811
45e31a40-9b38-46d6-9b3a-679ed6e5e8a1,Sigint Systems,sigint_systems,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:21:46.092333
4a8ce661-b6b5-4188-b4c4-23f3010c3b0b,Software Defined Radio (Sdr),software_defined_radio_(sdr),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:28.617224
1737bf3a-c11c-4d26-b9ef-e24064d44998,Digital Receivers,digital_receivers,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:28.627097
b4ece7ee-661d-4d6e-8e4e-88a6dea92466,Waveform Generation,waveform_generation,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:28.637601
1ef82245-47f9-4a18-bc7a-6521e14826c8,Ethernet Integration,ethernet_integration,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.695602
72cd802e-7271-4e68-abb4-f863e1b360d9,Power Budgets,power_budgets,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:21:46.105519
6a9b9b8e-5a5b-4b24-be81-548c2689878e,Linux Embedded Systems,linux_embedded_systems,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:28.706519
8c193ec4-b964-4726-9a7c-c99127dcb971,Hardware-Software Integration,hardware-software_integration,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:03:43.012401
03f228a9-456f-4461-88d5-8edb2ceba7d9,Fpga Verification,fpga_verification,Electrical & Computer Engineering,,3,Electrical & Computer Engineering,required,f,2026-04-07 00:05:55.520201
ce5241dc-e5de-4c28-8e97-461bc175bcf6,Global Deployment,global_deployment,Systems Engineering,,1,Systems Engineering,preferred,f,2026-04-07 00:21:46.117179
8714898d-fd39-4f3f-af68-aebe3d491602,Motherboard Design,motherboard_design,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:32.903631
fe83c58a-6f8c-4f8f-b524-1312fce88e74,Hardware Engineering,hardware_engineering,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:32.918016
c6cba83e-aaa7-4b86-9724-e8a0fb60924b,Fpga Integration,fpga_integration,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:32.927346
7a6eb721-16a0-4788-bf24-a2237da39650,Contract Data Requirements Lists (Cdrls),contract_data_requirements_lists_(cdrls),Systems Engineering,,1,Systems Engineering,preferred,f,2026-04-07 00:21:46.131106
101b268e-4a71-4921-98c1-70d316daae3b,Firmware Development,firmware_development,Electrical & Computer Engineering,,10,Electrical & Computer Engineering,preferred,f,2026-04-06 23:53:57.746815
783abb69-f4de-45f1-98b0-52c2fe82b63b,Accounting Policies,accounting_policies,Accounting,,1,Accounting,required,f,2026-04-07 00:32:36.028095
b8181b53-b88b-4101-8ea9-403a9b14a8c4,Government Contracting,government_contracting,Finance,,4,Finance,preferred,f,2026-04-06 23:56:37.807278
44a8d0b7-9eff-460d-8efe-9de569b1e67e,Microsoft Visio,microsoft_visio,Computer Science,,2,Computer Science,preferred,f,2026-04-07 00:21:46.144365
dc24747c-1222-4466-844d-56477f329790,Bare Metal Programming,bare_metal_programming,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:04:17.743128
820fdbbe-57c8-450a-9dfc-3184171dd0bf,Systems Tool Kit (Stk),systems_tool_kit_(stk),Mechanical Engineering,,1,Mechanical Engineering,preferred,f,2026-04-07 00:21:46.160854
4008546c-0742-495f-93f3-95482a8bc529,Data Accuracy Verification,data_accuracy_verification,Accounting,,1,Accounting,required,f,2026-04-07 00:32:36.04087
6a3a0401-3381-4bc7-9fc3-55218be557a0,Real-Time Operating Systems (Rtos),real-time_operating_systems_(rtos),Electrical & Computer Engineering,,4,Electrical & Computer Engineering,preferred,f,2026-04-06 23:54:25.826783
5005205f-03e3-4ed3-b7a1-7326bb405747,Project Support And Coordination,project_support_and_coordination,Accounting,,1,Accounting,required,f,2026-04-07 00:32:36.050585
404ea5e6-714e-4dad-91f2-c6f2045d2588,Design For Test (Dft),design_for_test_(dft),Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:06:40.767425
c1ebaf12-188f-4af0-8ec7-9faba4a2f59e,Cpa Certification,cpa_certification,Accounting,,1,Accounting,preferred,f,2026-04-07 00:32:36.062917
9b44d48e-ac7d-46e0-af92-d1e415644b2b,Real-Time Design,real-time_design,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:40.777244
d0fe9f17-cdd8-4328-8f67-e0e22ce54623,Oracle Fusion,oracle_fusion,Information Systems,,1,Information Systems,required,f,2026-04-07 00:32:43.076774
bfb91683-1599-41dc-8c96-e279b63e1365,Software Documentation,software_documentation,Computer Science,,1,Computer Science,required,f,2026-04-07 00:06:40.802185
5a45948e-220b-445f-9660-90d8a44a31ee,Fault Isolation,fault_isolation,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:40.822979
e08bb89a-c317-4328-bc9d-259ffdaa8255,Digital Circuits,digital_circuits,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:40.835813
eca614e8-95d4-4300-8438-e8bf81fb94da,Fpga Design,fpga_design,Electrical & Computer Engineering,,10,Electrical & Computer Engineering,required,f,2026-04-07 00:05:20.667846
b1c3085b-ab88-4f49-9b70-3397a5dc79c0,Altera,altera,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:48.718532
e4f1bbf5-975e-419e-9acc-4055780711da,Digital Design,digital_design,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:06:10.154653
eba753cf-3248-4002-ba76-e1ef817d1d02,Asic Design,asic_design,Electrical & Computer Engineering,,5,Electrical & Computer Engineering,required,f,2026-04-07 00:05:20.677986
79aae799-ea6e-4376-b2aa-2c3865909001,Radio Frequency (Rf) Dsp,radio_frequency_(rf)_dsp,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:48.733738
b3e425e0-df25-4048-b0b1-c00602b9323c,Electro-Optical (Eo) Dsp,electro-optical_(eo)_dsp,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:48.744549
6ccbb4dc-58d7-429d-82f0-13faee4439c3,Gigabit Serial Interfaces,gigabit_serial_interfaces,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:48.75461
256b28a0-29a8-42a2-8876-81bad83b3686,Multi-Gigabit Transceivers (Mgts),multi-gigabit_transceivers_(mgts),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.762998
d9b9e9c1-9bde-4915-9ff9-bd5fa09da574,Arm Processors,arm_processors,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,required,f,2026-04-07 00:03:42.997664
e4404782-dae6-4aec-a621-3661cf146c74,Microblaze,microblaze,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.775985
7925af07-a06c-4092-8030-8c942836c796,Nios Processors,nios_processors,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.788987
2e759c35-87df-45f8-94a1-c41048116b3f,Radar Processing,radar_processing,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.796841
77a2ffff-6459-4d13-aae5-82017b7e3a63,Oracle Saas Erp,oracle_saas_erp,Information Systems,,1,Information Systems,required,f,2026-04-07 00:32:43.181194
501f55de-73cd-41e5-b4b1-872795450b63,Infrared Sensor Processing,infrared_sensor_processing,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.84644
65a8c055-2eb7-410b-859a-99a8723a26c0,Constrained Random Verification,constrained_random_verification,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.862932
09af38e2-a1a3-4e12-ad5c-5eb6cbfa51e8,Universal Verification Methodology (Uvm),universal_verification_methodology_(uvm),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.869609
4ef2691d-c87d-4ebc-a128-af96aa9b8cd5,Emulation Platforms,emulation_platforms,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.884702
767f4c97-8200-427e-8509-3b6a89038fb4,Veloce,veloce,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:06:48.892547
6a94337b-4d49-452d-95d6-bc5087cc3ef5,Functional Coverage,functional_coverage,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:48.900514
023b3502-29db-4cee-ae72-ca26186de110,Code Coverage,code_coverage,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:48.90902
435fb3c0-0adf-401e-a603-ca267df15aa4,Test Verification,test_verification,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:48.918702
12327360-f8ac-431c-a487-fd59d05b736a,Quantum Computing,quantum_computing,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,t,2026-04-07 00:06:53.928937
ad64b651-30ab-4d7f-96eb-79809d38e980,Erp Implementation,erp_implementation,Information Systems,,5,Information Systems,required,f,2026-04-07 00:31:59.586903
77fe39f8-328b-40a8-bfce-351c4f360585,Hardware Architecture Design,hardware_architecture_design,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:06:53.94949
e5b15e98-84be-4ab5-ab6b-68e45330334e,High-Performance Computing,high-performance_computing,Computer Science,,2,Computer Science,nice-to-have,f,2026-04-07 00:03:36.356275
be097e27-d5db-48fb-9b33-cd1111ae5cf8,Technical Presentation Skills,technical_presentation_skills,Mechanical Engineering,,1,Mechanical Engineering,required,f,2026-04-07 00:21:46.173901
08fb7fc9-52bf-4b75-a645-caa398746b59,Linux Boot Process,linux_boot_process,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:02.093089
242dca7d-dbb1-4877-bc3c-01f1b0515aef,Bios,bios,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:02.107599
708217ef-135c-4929-970b-4903b1f95fbc,Efi,efi,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:02.121468
d38c21af-a65b-4d8d-ad18-4bb7d6651488,Secure Boot,secure_boot,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:02.14391
15817cc3-ab97-4c8f-9903-2c5d75cc4b01,Embedded Software Development,embedded_software_development,Electrical & Computer Engineering,,5,Electrical & Computer Engineering,required,f,2026-04-07 00:03:48.801974
20413a38-f238-4963-96ea-26209309180a,Software Systems Engineering,software_systems_engineering,Systems Engineering,,1,Systems Engineering,required,f,2026-04-07 00:21:55.14506
031d356d-2075-4779-ac59-2a74187affa5,Real-Time Linux,real-time_linux,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:07:02.218016
16a25fd4-932c-403a-8fc2-a424aa598c4b,System Resource Evaluation,system_resource_evaluation,Systems Engineering,,1,Systems Engineering,required,f,2026-04-07 00:21:55.264907
2ed8c9c3-6eb7-414b-b763-95b68a911e0c,Automotive,automotive,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:07:02.248444
c743c627-7ee6-4298-869a-ed0cfa240813,Medical Devices,medical_devices,Bioengineering,,1,Bioengineering,preferred,f,2026-04-07 00:07:02.25727
e5782a3a-2040-4a9c-99ca-d5875b3ffe05,Industrial Systems,industrial_systems,Systems Engineering,,1,Systems Engineering,preferred,f,2026-04-07 00:07:02.266938
65711eed-6850-404f-883c-d93db84b5407,General Ledger,general_ledger,Accounting,,4,Accounting,preferred,f,2026-04-06 23:58:06.675927
e40a9eb9-b420-4a1d-8e01-0544722f2be6,Consumer Electronics,consumer_electronics,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:07:02.295988
2219666e-caa7-44b6-bc86-07ced42362d5,Presales Engineering,presales_engineering,Systems Engineering,,1,Systems Engineering,required,f,2026-04-07 00:07:02.306933
32379ffb-83e5-414a-8d88-c42cceec36a5,Customer Requirements Gathering,customer_requirements_gathering,Information Systems,,1,Information Systems,required,f,2026-04-07 00:07:02.314128
db85f413-9d75-4f85-b219-5819447ba23a,Aws Iot,aws_iot,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:10.637796
21905bb2-4d45-4711-abd9-4ad5e6cafbb9,Aws Kinesis,aws_kinesis,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:10.646278
e4bc1029-ba31-4194-93ba-752e6fb4f1f7,Medical Imaging Analysis,medical_imaging_analysis,Computer Science,,1,Computer Science,required,f,2026-04-07 00:12:08.109608
47ab3d6d-b825-44a9-9a88-0b17505e7cc8,Aws Sitewise,aws_sitewise,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:10.698013
6bdee97b-a57d-4a9e-987c-b0239d9b560a,Aws Greengrass,aws_greengrass,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:10.70531
bc0a4e48-18fa-402a-a774-5aeb91906255,Aws Iot Core,aws_iot_core,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:10.718457
64c43cca-809b-4531-b898-63357f01be46,Iot Architecture,iot_architecture,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:07:10.730333
